16 1470.179
32 1537.031
64 1600.982
128 1539.221
256 1425.362
512 1511.362
1024 1622.209
4096 1420.751
8192 1537.031
16384 1425.362
32768 1432.149
65536 1426.003
131072 1426.897
262144 1420.751
524288 1690.053
